"Mod name","Registry name","Entity class name","ID"
"Tinkers' Construct","tconstruct:shuriken","EntityShuriken",12
"Tinkers' Construct","tconstruct:throwball","EntityThrowball",3
"Trinkets and Baubles","xat:alphawolf","AlphaWolf",120
"Trinkets and Baubles","xat:dragonbreath","MovingThrownProjectile",121
"Valkyrien Skies Core","valkyrienskies:entity_mountable","EntityMountable",0
"Valkyrien Skies Core","valkyrienskies:entity_mountable_chair","EntityMountableChair",1
"Valkyrien Skies World","vs_world:fall_up_block_entity","EntityFallingUpBlock",75
"Vampirism","vampirism:advanced_hunter","EntityAdvancedHunter",7
"Vampirism","vampirism:advanced_vampire","EntityAdvancedVampire",11
"Vampirism","vampirism:blinding_bat","EntityBlindingBat",0
"Vampirism","vampirism:converted_creature","EntityConvertedCreature",2
"Vampirism","vampirism:converted_horse","EntityConvertedHorse",23
"Vampirism","vampirism:converted_sheep","EntityConvertedSheep",3
"Vampirism","vampirism:crossbow_arrow","EntityCrossbowArrow",14
"Vampirism","vampirism:dark_blood_projectile","EntityDarkBloodProjectile",18
"Vampirism","vampirism:dummy_creature","EntityDummyBittenAnimal",10
"Vampirism","vampirism:ghost","EntityGhost",1
"Vampirism","vampirism:hunter_trainer","EntityHunterTrainer",6
"Vampirism","vampirism:hunter_trainer_dummy","EntityHunterTrainerDummy",22
"Vampirism","vampirism:particle_cloud","EntityAreaParticleCloud",15
"Vampirism","vampirism:soul_orb","EntitySoulOrb",19
"Vampirism","vampirism:special_dracula_halloween","EntityDraculaHalloween",17
"Vampirism","vampirism:throwable_item","EntityThrowableItem",16
"Vampirism","vampirism:vampire","EntityBasicVampire",5
"Vampirism","vampirism:vampire_baron","EntityVampireBaron",8
"Vampirism","vampirism:vampire_hunter","EntityBasicHunter",4
"Vampirism","vampirism:vampire_minion_s","EntityVampireMinionSaveable",9
"Vampirism","vampirism:villager_angry","EntityAggressiveVillager",13
"Vampirism","vampirism:villager_converted","EntityConvertedVillager",12
"Vampirism","vampirism:villager_hunter_faction","EntityHunterFactionVillager",20
"Vampirism","vampirism:villager_vampire_faction","EntityVampireFactionVillager",21
"VampirismIntegrations","vampirism_integrations:villagermcaangry","EntityAngryVillagerMCA",1
"VampirismIntegrations","vampirism_integrations:villagermcaconverted","EntityConvertedVillagerMCA",0
"WizardryNecromancersDelight","necromancersdelight:elemental_leech_minion","EntityElementalLeechMinion",11
"WizardryNecromancersDelight","necromancersdelight:frost_bomb","EntityFrostBomb",9
"WizardryNecromancersDelight","necromancersdelight:mana_leech_minion","EntityManaLeechMinion",10
"WizardryNecromancersDelight","necromancersdelight:stink_bomb","EntityStinkBomb",8
"WizardryNecromancersDelight","necromancersdelight:vespa_minion","EntityVespaMinion",12
"[SBM] Merpig","merpig:merpig","EntityMerpig",50
"aqua_creepers","aqua_creepers:aqua_creeper","EntityAquaCreeper",1
"iChunUtil","ichunutil:entity_block","EntityBlock",500
"magma_monsters","magma_monsters:magma_monster","EntityMagmaMonster",1
"magma_monsters","magma_monsters:magma_monster_grunt","EntityMagmaMonsterGrunt",2
"mospells","mospells:barakoa_spirit_minion","EntityBarakoaSpiritMinion",5
"mospells","mospells:frostmaw_minion","EntityFrostmawMinion",4
"mospells","mospells:magic_ice_ball","EntityMagicIceBall",1
"mospells","mospells:magic_ice_breath","EntityMagicIceBreath",0
"mospells","mospells:magic_supernova","EntityMagicSuperNova",6
"mospells","mospells:naga_minion","EntityNagaMinion",2
"mospells","mospells:rupture","EntityRupture",3
"§3§lDragon Mounts","dragonmounts:carriage","EntityCarriage",2
"§3§lDragon Mounts","dragonmounts:dragon","EntityTameableDragon",1
"§3§lDragon Mounts","dragonmounts:indestructible","EntityDragonAmulet",3
"§eChocoCraft Plus","chococraftplus:chicobo","EntityChicobo",9
"§eChocoCraft Plus","chococraftplus:chocobo.black","EntityChocoboBlack",4
"§eChocoCraft Plus","chococraftplus:chocobo.blue","EntityChocoboBlue",2
"§eChocoCraft Plus","chococraftplus:chocobo.gold","EntityChocoboGold",5
"§eChocoCraft Plus","chococraftplus:chocobo.green","EntityChocoboGreen",1
"§eChocoCraft Plus","chococraftplus:chocobo.pink","EntityChocoboPink",6
"§eChocoCraft Plus","chococraftplus:chocobo.red","EntityChocoboRed",7
"§eChocoCraft Plus","chococraftplus:chocobo.royal","EntityChocoboRoyal",8
"§eChocoCraft Plus","chococraftplus:chocobo.white","EntityChocoboWhite",3
"§eChocoCraft Plus","chococraftplus:chocobo.yellow","EntityChocoboYellow",0
